Brand,Brand_Code,File_Name,GL,ACC Name,Period,Amount,ACT_FC
TV,3320,3320_Teva Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
TV,3320,3320_Teva Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
TV,3320,3320_Teva Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,NET SALES,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,EBITDA,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
ST,3330,3330_Stance Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,NET SALES,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,EBITDA,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
HL,3370,3370_Hurley Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,NET SALES,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,EBITDA,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
BW,3380,3380_Butterfly Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,NET SALES,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,EBITDA,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
NK,3410,3410_NikeinSFG Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,NET SALES,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,EBITDA,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
RN,3440,3440_Raen Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,NET SALES,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,EBITDA,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
PB,3450,3450_Paulboutique Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,NET SALES,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,EBITDA,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
TM,3460,3460_Toms Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,NET SALES,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,EBITDA,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
PL,3470,3470_Poler Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,NET SALES,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,EBITDA,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
EB,3480,3480_Eddie Bauer Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,NET SALES,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,EBITDA,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
PP,3500,3500_People Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,NET SALES,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,EBITDA,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,NET SALES,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,EBITDA,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,NET SALES,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,EBITDA,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,DISCOUNT,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,NET SALES,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,EBITDA,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,NET SALES,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,EBITDA,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,NET SALES,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,EBITDA,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,NET SALES,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,EBITDA,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,NET SALES,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,EBITDA,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,NET SALES,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,EBITDA,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,DISCOUNT,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,NET SALES,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,EBITDA,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,NET SALES,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,EBITDA,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,NET SALES,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,EBITDA,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,รวมคชจกองหลัง,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,Other Income,OTHER INCOME,DEC,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,NET PROFIT BEFORE TAX,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,TOTAL:SALES,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,DISCOUNT,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,NET SALES,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,COST OF GOODS SOLD,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,GROSS PROFIT,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,TOTAL OPEX,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,EBITDA,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,TOTAL NOPEX,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,TOTAL EXPENSE,DEC,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,รวมคชจกองหน้า,DEC,0,Actual
