Brand,Brand_Code,File_Name,GL,ACC Name,Period,Amount,ACT_FC
CA,3510,3510_Clae Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-1.46557,Actual
CA,3510,3510_Clae Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
CA,3510,3510_Clae Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-1.46557,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,TOTAL:SALES,M01-11,6.73087,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,DISCOUNT,M01-11,-3.36544,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,NET SALES,M01-11,3.36543,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-1.85121,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,GROSS PROFIT,M01-11,1.51422,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,TOTAL OPEX,M01-11,-0.64254,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,EBITDA,M01-11,0.87168,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-0.64254,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-0.64254,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
YZ,3520,3520_Yankz Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,0.87168,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,TOTAL:SALES,M01-11,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,DISCOUNT,M01-11,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,NET SALES,M01-11,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,GROSS PROFIT,M01-11,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,TOTAL OPEX,M01-11,-22.49545,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,EBITDA,M01-11,-22.49545,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-22.49545,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-22.49545,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
FS,3540,3540_Flossy Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-22.49545,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,TOTAL:SALES,M01-11,111.09345,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,DISCOUNT,M01-11,-77.76548,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,NET SALES,M01-11,33.32797,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,COST OF GOODS SOLD,M01-11,-28.82415,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,GROSS PROFIT,M01-11,4.50382,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,TOTAL OPEX,M01-11,-3.63051,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,EBITDA,M01-11,0.87331,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,TOTAL NOPEX,M01-11,-2.184,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,TOTAL EXPENSE,M01-11,-5.81451,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,รวมคชจกองหน้า,M01-11,-5.81451,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
OD,3560,3560_OutdoorPerformance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-1.31069,Actual
FX,3570,3570_Fox Performance2023.xlsx,,TOTAL:SALES,M01-11,646.02803,Actual
FX,3570,3570_Fox Performance2023.xlsx,,DISCOUNT,M01-11,-476.58004,Actual
FX,3570,3570_Fox Performance2023.xlsx,,NET SALES,M01-11,169.44799,Actual
FX,3570,3570_Fox Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-193.78403,Actual
FX,3570,3570_Fox Performance2023.xlsx,,GROSS PROFIT,M01-11,-24.33604,Actual
FX,3570,3570_Fox Performance2023.xlsx,,TOTAL OPEX,M01-11,-128.76958,Actual
FX,3570,3570_Fox Performance2023.xlsx,,EBITDA,M01-11,-153.10562,Actual
FX,3570,3570_Fox Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-128.76958,Actual
FX,3570,3570_Fox Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-128.76958,Actual
FX,3570,3570_Fox Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
FX,3570,3570_Fox Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-153.10562,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,TOTAL:SALES,M01-11,149.58878,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,DISCOUNT,M01-11,-133.02336,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,NET SALES,M01-11,16.56542,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-41.16569,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,GROSS PROFIT,M01-11,-24.60027,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,TOTAL OPEX,M01-11,-221.43169,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,EBITDA,M01-11,-246.03196,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-221.43169,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-11.43169,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,-210,Actual
FE,3580,3580_Freewater Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
FE,3580,3580_Freewater Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-246.03196,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,TOTAL:SALES,M01-11,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,DISCOUNT,M01-11,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,NET SALES,M01-11,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,GROSS PROFIT,M01-11,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,TOTAL OPEX,M01-11,-2.06422,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,EBITDA,M01-11,-2.06422,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-2.06422,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-2.06422,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
HG,3590,3590_Hypergrand Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-2.06422,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,TOTAL:SALES,M01-11,567.49539,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,DISCOUNT,M01-11,-390.21272,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,NET SALES,M01-11,177.28267,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-136.1033,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,GROSS PROFIT,M01-11,41.17937,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,TOTAL OPEX,M01-11,-24.94291,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,EBITDA,M01-11,16.23646,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,TOTAL NOPEX,M01-11,-3.762,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-28.70491,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-28.70491,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
PA,3600,3600_Parkland Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0.39626,Actual
PA,3600,3600_Parkland Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,12.87072,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,TOTAL:SALES,M01-11,559.0655,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,DISCOUNT,M01-11,-322.96413,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,NET SALES,M01-11,236.10137,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-163.13647,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,GROSS PROFIT,M01-11,72.9649,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,TOTAL OPEX,M01-11,-362.50579,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,EBITDA,M01-11,-289.54089,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,TOTAL NOPEX,M01-11,-5.827,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-368.33279,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-158.33279,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,-210,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0.12617,Actual
MN,3610,3610_Mitchell&Ness Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-295.24172,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,TOTAL:SALES,M01-11,286.31776,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,DISCOUNT,M01-11,-155.19058,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,NET SALES,M01-11,131.12718,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,COST OF GOODS SOLD,M01-11,-74.28611,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,GROSS PROFIT,M01-11,56.84107,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,TOTAL OPEX,M01-11,-51.1423,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,EBITDA,M01-11,5.69877,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,TOTAL EXPENSE,M01-11,-51.1423,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,รวมคชจกองหน้า,M01-11,-51.1423,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
GR,3630,3630_Granite GearPerformance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,5.69877,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,TOTAL:SALES,M01-11,52.22431,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,DISCOUNT,M01-11,-23.7983,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,NET SALES,M01-11,28.42601,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-21.1525,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,GROSS PROFIT,M01-11,7.27351,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,TOTAL OPEX,M01-11,-20.24613,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,EBITDA,M01-11,-12.97262,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-20.24613,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-20.24613,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
CO,3640,3640_Coghlan Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-12.97262,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,TOTAL:SALES,M01-11,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,DISCOUNT,M01-11,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,NET SALES,M01-11,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,GROSS PROFIT,M01-11,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,TOTAL OPEX,M01-11,-0.03081,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,EBITDA,M01-11,-0.03081,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-0.03081,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-0.03081,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
MK,3650,3650_MRKT Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-0.03081,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,TOTAL:SALES,M01-11,78.79441,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,DISCOUNT,M01-11,-47.9588,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,NET SALES,M01-11,30.83561,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-22.93104,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,GROSS PROFIT,M01-11,7.90457,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,TOTAL OPEX,M01-11,-246.41936,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,EBITDA,M01-11,-238.51479,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-246.41936,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-36.41936,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,-210,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
SA,3660,3660_Staple pigeon Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-238.51479,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,TOTAL:SALES,M01-11,0,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,DISCOUNT,M01-11,0,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,NET SALES,M01-11,0,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,0,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,GROSS PROFIT,M01-11,0,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,TOTAL OPEX,M01-11,-0.01116,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,EBITDA,M01-11,-0.01116,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-0.01116,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-0.01116,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
UC,3670,3670_Ucon Acrobatics Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-0.01116,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,TOTAL:SALES,M01-11,2275.23852,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,DISCOUNT,M01-11,0,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,NET SALES,M01-11,2275.23852,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,0,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,GROSS PROFIT,M01-11,2275.23852,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,TOTAL OPEX,M01-11,-894.7271,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,EBITDA,M01-11,1380.51142,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-894.7271,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-894.7271,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
XX,3680,3680_CTM TrailMaster Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,1380.51142,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,TOTAL:SALES,M01-11,0,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,DISCOUNT,M01-11,0,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,NET SALES,M01-11,0,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,0,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,GROSS PROFIT,M01-11,0,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,TOTAL OPEX,M01-11,-0.16681,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,EBITDA,M01-11,-0.16681,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-0.16681,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-0.16681,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
CP,3690,3690_Crep protect Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-0.16681,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,TOTAL:SALES,M01-11,7623.00067,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,DISCOUNT,M01-11,-1804.65838,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,NET SALES,M01-11,5818.34229,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-2248.96202,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,GROSS PROFIT,M01-11,3569.38027,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,TOTAL OPEX,M01-11,-5887.69776,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,EBITDA,M01-11,-2318.31749,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,TOTAL NOPEX,M01-11,-90.872,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-5978.56976,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-4228.56976,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,-1750,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,22.93542,Actual
SS,3700,3700_Sea to summit Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-2386.25407,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,TOTAL:SALES,M01-11,16.70091,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,DISCOUNT,M01-11,-1.28552,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,NET SALES,M01-11,15.41539,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-6.64224,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,GROSS PROFIT,M01-11,8.77315,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,TOTAL OPEX,M01-11,-6.98812,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,EBITDA,M01-11,1.78503,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,TOTAL NOPEX,M01-11,0,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-6.98812,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-6.98812,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,0,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0,Actual
GA,3710,3710_Gear Aids Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,1.78503,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,TOTAL:SALES,M01-11,47626.81453,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,DISCOUNT,M01-11,-12609.57635,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,NET SALES,M01-11,35017.23818,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-13292.72306,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,GROSS PROFIT,M01-11,21724.51512,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,TOTAL OPEX,M01-11,-16495.35831,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,EBITDA,M01-11,5229.15681,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,TOTAL NOPEX,M01-11,-251.08083,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-16746.43914,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-13946.43914,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,-2800,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,331.44241,Actual
HF,3720,3720_Hydroflask Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,5309.51839,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,TOTAL:SALES,M01-11,36938.94362,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,DISCOUNT,M01-11,-12844.64548,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,NET SALES,M01-11,24094.29814,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-10973.93969,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,GROSS PROFIT,M01-11,13120.35845,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,TOTAL OPEX,M01-11,-9812.18748,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,EBITDA,M01-11,3308.17097,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,TOTAL NOPEX,M01-11,-114.42343,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-9926.61091,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-7546.61091,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,-2380,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,58.42082,Actual
PS,3730,3730_PacSafe Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,3252.16836,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,TOTAL:SALES,M01-11,1260.56073,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,DISCOUNT,M01-11,-240.35938,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,NET SALES,M01-11,1020.20135,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-392.44217,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,GROSS PROFIT,M01-11,627.75918,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,TOTAL OPEX,M01-11,-1096.31077,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,EBITDA,M01-11,-468.55159,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,TOTAL NOPEX,M01-11,-47.984,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,TOTAL EXPENSE,M01-11,-1144.29477,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,รวมคชจกองหน้า,M01-11,-654.29477,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,รวมคชจกองหลัง,M01-11,-490,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,Other Income,OTHER INCOME,M01-11,0.65887,Actual
CC,3740,3740_Cote&ciel Performance2023.xlsx,,NET PROFIT BEFORE TAX,M01-11,-515.87672,Actual
SY,3750,3750_Sneaky Performance2023.xlsx,,TOTAL:SALES,M01-11,15.83175,Actual
SY,3750,3750_Sneaky Performance2023.xlsx,,DISCOUNT,M01-11,-8.10598,Actual
SY,3750,3750_Sneaky Performance2023.xlsx,,NET SALES,M01-11,7.72577,Actual
SY,3750,3750_Sneaky Performance2023.xlsx,,COST OF GOODS SOLD,M01-11,-4.5126,Actual
SY,3750,3750_Sneaky Performance2023.xlsx,,GROSS PROFIT,M01-11,3.21317,Actual
SY,3750,3750_Sneaky Performance2023.xlsx,,TOTAL OPEX,M01-11,-30.6255,Actual
SY,3750,3750_Sneaky Performance2023.xlsx,,EBITDA,M01-11,-27.41233,Actual
